timestamp,date,time,symbol,signal,lot_size,score,account_balance,account_equity,margin_info
2026-04-17 09:43:19,2026-04-17,09:43:19,USDGEL,BUY,0.1,0,99474.3,99619.11,"{'margin': 3014.23, 'free_margin': 96604.88, 'margin_level': 3304.960470833347}"
2026-04-17 09:45:34,2026-04-17,09:45:34,USDGEL,BUY,0.1,0,99474.3,99605.98,"{'margin': 3014.23, 'free_margin': 96591.75, 'margin_level': 3304.524870364902}"
2026-04-17 11:00:36,2026-04-17,11:00:36,TRYJPY,SELL,0.1,5,99474.3,99611.65,"{'margin': 3014.24, 'free_margin': 96597.41, 'margin_level': 3304.7020144381336}"
2026-04-17 11:15:17,2026-04-17,11:15:17,USDGEL,BUY,0.1,5,99474.3,99619.57,"{'margin': 3014.24, 'free_margin': 96605.33, 'margin_level': 3304.9647672381766}"
2026-04-17 11:37:13,2026-04-17,11:37:13,AUDZAR,BUY,0.1,5,99474.3,99648.38,"{'margin': 3014.24, 'free_margin': 96634.14, 'margin_level': 3305.9205637241894}"
2026-04-17 11:46:30,2026-04-17,11:46:30,EURTRY,SELL,0.1,5,99474.3,99628.64,"{'margin': 3014.24, 'free_margin': 96614.4, 'margin_level': 3305.2656722755983}"
2026-04-17 11:48:11,2026-04-17,11:48:11,EURCNH,SELL,0.1,5,99468.42,99630.2,"{'margin': 3132.23, 'free_margin': 96497.97, 'margin_level': 3180.8072842671195}"
2026-04-17 11:48:50,2026-04-17,11:48:50,USDGEL,BUY,0.1,5,99468.42,99633.22,"{'margin': 3132.23, 'free_margin': 96500.99, 'margin_level': 3180.9037011969112}"
2026-04-17 11:49:34,2026-04-17,11:49:34,EURTRY,SELL,0.1,5,99468.42,99614.58,"{'margin': 3132.23, 'free_margin': 96482.35, 'margin_level': 3180.3085980276032}"
2026-04-17 11:50:31,2026-04-17,11:50:31,USDGEL,BUY,0.1,5,99468.42,99626.36,"{'margin': 3132.23, 'free_margin': 96494.13, 'margin_level': 3180.6846879060604}"
2026-04-17 11:51:34,2026-04-17,11:51:34,EURTRY,SELL,0.1,5,99468.42,99621.02,"{'margin': 3132.23, 'free_margin': 96488.79, 'margin_level': 3180.514202341463}"
2026-04-17 11:52:10,2026-04-17,11:52:10,USDGEL,BUY,0.1,5,99468.42,99617.77,"{'margin': 3132.23, 'free_margin': 96485.54, 'margin_level': 3180.410442400462}"
2026-04-17 12:01:03,2026-04-17,12:01:03,AUDZAR,BUY,0.1,5,99463.36,99623.97,"{'margin': 3132.23, 'free_margin': 96491.74, 'margin_level': 3180.608384441756}"
2026-04-17 12:02:49,2026-04-17,12:02:49,GBPNZD,SELL,0.1,5,99463.36,99633.0,"{'margin': 3267.55, 'free_margin': 96365.45, 'margin_level': 3049.1652767363926}"
2026-04-17 13:26:37,2026-04-17,13:26:37,USDGEL,BUY,0.1,5,98973.64,99830.81,"{'margin': 2949.56, 'free_margin': 96881.25, 'margin_level': 3384.6000759435306}"
2026-04-17 15:53:27,2026-04-17,15:53:27,USDGEL,BUY,0.1,5,98973.64,99345.8,"{'margin': 2949.56, 'free_margin': 96396.24, 'margin_level': 3368.1566064090916}"
2026-04-17 16:30:56,2026-04-17,16:30:56,NOKJPY,BUY,0.1,5,98973.64,99270.76,"{'margin': 2949.61, 'free_margin': 96321.15, 'margin_level': 3365.555446313241}"
2026-04-17 16:31:39,2026-04-17,16:31:39,USDGEL,BUY,0.1,5,98973.64,99287.85,"{'margin': 2949.61, 'free_margin': 96338.24, 'margin_level': 3366.1348449456027}"
2026-04-17 16:45:30,2026-04-17,16:45:30,NOKJPY,BUY,0.1,5,98973.64,99285.14,"{'margin': 2949.67, 'free_margin': 96335.47, 'margin_level': 3365.974498842243}"
2026-04-17 16:46:20,2026-04-17,16:46:20,USDGEL,BUY,0.1,5,98973.64,99270.48,"{'margin': 2949.67, 'free_margin': 96320.81, 'margin_level': 3365.477494092559}"
2026-04-17 16:47:01,2026-04-17,16:47:00,NOKJPY,BUY,0.1,5,98973.64,99265.6,"{'margin': 2949.72, 'free_margin': 96315.88, 'margin_level': 3365.255007254926}"
2026-04-17 16:48:35,2026-04-17,16:48:35,USDGEL,BUY,0.1,5,98973.64,99279.02,"{'margin': 2949.72, 'free_margin': 96329.3, 'margin_level': 3365.7099656916594}"
2026-04-17 16:49:36,2026-04-17,16:49:36,NOKJPY,BUY,0.1,5,98973.64,99292.84,"{'margin': 2949.77, 'free_margin': 96343.07, 'margin_level': 3366.1214264162963}"
2026-04-17 16:51:10,2026-04-17,16:51:10,USDGEL,BUY,0.1,5,98973.64,99279.94,"{'margin': 2949.77, 'free_margin': 96330.17, 'margin_level': 3365.684104184394}"
2026-04-17 16:51:48,2026-04-17,16:51:47,NOKJPY,BUY,0.1,5,98973.64,99301.99,"{'margin': 2949.83, 'free_margin': 96352.16, 'margin_level': 3366.363146350807}"
2026-04-17 16:52:35,2026-04-17,16:52:35,USDGEL,BUY,0.1,5,98973.64,99270.89,"{'margin': 2949.83, 'free_margin': 96321.06, 'margin_level': 3365.3088483065126}"
2026-04-17 16:56:57,2026-04-17,16:56:56,NOKJPY,BUY,0.1,5,98973.64,99230.6,"{'margin': 2949.88, 'free_margin': 96280.72, 'margin_level': 3363.885988582587}"
2026-04-17 16:57:40,2026-04-17,16:57:40,USDGEL,BUY,0.1,5,98973.64,99253.13,"{'margin': 2949.88, 'free_margin': 96303.25, 'margin_level': 3364.649748464344}"
2026-04-17 19:11:47,2026-04-17,19:11:47,USDGEL,BUY,0.1,5,98973.64,98966.78,"{'margin': 2949.88, 'free_margin': 96016.9, 'margin_level': 3354.942573935211}"
2026-04-17 19:28:18,2026-04-17,19:28:18,AUDZAR,BUY,0.1,5,98992.64,98894.97,"{'margin': 2949.87, 'free_margin': 95945.1, 'margin_level': 3352.519602558757}"
2026-04-17 19:32:45,2026-04-17,19:32:45,USDGEL,BUY,0.1,5,98992.64,98877.28,"{'margin': 2949.87, 'free_margin': 95927.41, 'margin_level': 3351.9199151149032}"
